ID,Case Number,Date,Primary Type,Crime Category,Description,Location Description,Arrest,District,Latitude,Longitude,Year,Month,Month_Name,Day,Hour,DayOfWeek,Day_Name,IsWeekend,IsNight,Hour_sin,Hour_cos,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos,X_meters,Y_meters,Grid_Lat,Grid_Lon,Grid_ID,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
1000071,JG796944,2023-01-16 14:37:48,ASSAULT,Violent,ASSAULT,STREET,False,District 18,41.883731103161246,-87.65191887626568,2023,1,Jan,16,14,0,Monday,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0,-7255676.001571712,4657264.840495733,41.88,-87.65,41.88_-87.65,1,0,0
1000072,JG650464,2023-01-02 07:33:32,THEFT,Property,THEFT,STREET,False,District 1,41.87525129646552,-87.60359192047339,2023,1,Jan,2,7,0,Monday,0,0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0,-7251675.578787288,4656321.9277098365,41.88,-87.60000000000001,41.88_-87.6,4,0,0
1000073,JG671828,2023-09-21 15:53:59,BATTERY,Violent,BATTERY,RESIDENCE,False,District 18,41.87696069030624,-87.63547165906645,2023,9,Sep,21,15,3,Thursday,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-7254314.529048863,4656512.003895107,41.88,-87.64,41.88_-87.64,4,0,0
1000074,JG844161,2023-07-21 04:15:18,THEFT,Property,THEFT,RESIDENCE,True,District 18,41.91101681182231,-87.61547430669988,2023,7,Jul,21,4,4,Friday,0,1,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-7252659.1824059,4660298.877059528,41.910000000000004,-87.62,41.91_-87.62,1,0,0
1000075,JG669115,2023-06-10 18:52:58,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 18,41.89320210682768,-87.6011280430017,2023,6,Jun,10,18,5,Saturday,1,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7251471.623222237,4658317.969508314,41.89,-87.60000000000001,41.89_-87.6,1,0,0
1000076,JG572147,2023-06-05 23:55:58,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,CONVENIENCE STORE,False,District 15,41.88877050969002,-87.76064744750036,2023,6,Jun,5,23,0,Monday,0,1,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,0.0,1.0,-7264676.366824484,4657825.197709029,41.89,-87.76,41.89_-87.76,0,1,1
1000077,JG981129,2023-11-03 19:11:04,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,STREET,False,District 2,41.76223147621013,-87.58307242933651,2023,11,Nov,3,19,4,Friday,0,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-7249977.010389526,4643754.679728559,41.76,-87.58,41.76_-87.58,2,-1,3
1000078,JG491406,2023-10-19 05:28:43,BATTERY,Violent,BATTERY,STREET,False,District 18,41.90074218215319,-87.63300638618104,2023,10,Oct,19,5,3,Thursday,0,1,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7254110.457973849,4659156.388789101,41.9,-87.63,41.9_-87.63,1,0,0
1000079,JG143930,2024-06-27 01:46:34,BATTERY,Violent,BATTERY,STREET,False,District 2,41.77916280680737,-87.598093624342,2024,6,Jun,27,1,3,Thursday,0,1,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-7251220.439232997,4645637.360392779,41.78,-87.60000000000001,41.78_-87.6,2,2,3
1000080,JG745499,2023-01-02 16:34:43,ASSAULT,Violent,ASSAULT,STREET,False,District 20,41.96673315402113,-87.65977684097282,2023,1,Jan,2,16,0,Monday,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0,-7256326.470456796,4666494.260200645,41.97,-87.66,41.97_-87.66,3,3,2
1000081,JG952766,2023-07-24 09:58:51,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,CONVENIENCE STORE,False,District 15,41.89554416694331,-87.7533616021235,2023,7,Jul,24,9,0,Monday,0,0,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388,0.0,1.0,-7264073.25699951,4658578.395070783,41.9,-87.75,41.9_-87.75,0,1,1
1000082,JG205799,2024-03-25 17:12:58,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 1,41.88472084412558,-87.63974179141098,2024,3,Mar,25,17,0,Monday,0,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.0,1.0,-7254668.003304453,4657374.894821672,41.88,-87.64,41.88_-87.64,1,0,0
1000083,JG998527,2023-03-26 13:54:21,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,False,District 2,41.763547940656814,-87.61808798145995,2023,3,Mar,26,13,6,Sunday,1,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7252875.5379344,4643901.064098333,41.76,-87.62,41.76_-87.62,2,-1,3
1000084,JG196202,2023-05-08 16:23:54,ASSAULT,Violent,ASSAULT,APARTMENT,False,District 18,41.91113431731007,-87.64015325025665,2023,5,May,8,16,0,Monday,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,0.0,1.0,-7254702.0631642975,4660311.943091668,41.910000000000004,-87.64,41.91_-87.64,1,0,0
1000085,JG150479,2024-03-24 04:24:52,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,False,District 1,41.87824575810888,-87.61676692282437,2024,3,Mar,24,4,6,Sunday,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,-7252766.182958928,4656654.897112526,41.88,-87.62,41.88_-87.62,4,0,0
1000086,JG893881,2023-05-30 12:36:13,THEFT,Property,THEFT,STREET,False,District 18,41.88962930242556,-87.62204435404504,2023,5,May,30,12,1,Tuesday,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-7253203.039693482,4657920.691236161,41.89,-87.62,41.89_-87.62,1,0,0
1000087,JG551254,2023-01-02 23:50:36,NARCOTICS,Public Order,NARCOTICS,APARTMENT,False,District 2,41.78174751445253,-87.60958332556072,2023,1,Jan,2,23,0,Monday,0,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0,-7252171.53705797,4645924.767166764,41.78,-87.61,41.78_-87.61,2,2,3
1000088,JG407334,2023-07-25 03:10:35,BATTERY,Violent,BATTERY,SIDEWALK,True,District 2,41.80794781167808,-87.58608682084434,2023,7,Jul,25,3,1,Tuesday,0,1,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-7250226.536565374,4648838.111318901,41.81,-87.59,41.81_-87.59,2,2,3
1000089,JG261235,2024-03-27 04:30:35,ASSAULT,Violent,ASSAULT,STREET,False,District 1,41.89255907506135,-87.646553246569,2024,3,Mar,27,4,2,Wednesday,0,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-7255231.843918092,4658246.467539464,41.89,-87.65,41.89_-87.65,1,0,0
1000090,JG327688,2024-02-16 21:56:59,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 20,41.9658102410629,-87.65492343864743,2024,2,Feb,16,21,4,Friday,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7255924.714109303,4666391.6368202055,41.97,-87.65,41.97_-87.65,3,3,2
1000091,JG868568,2023-05-25 20:45:46,THEFT,Property,THEFT,PARKING LOT,False,District 18,41.888790889889634,-87.62274661728074,2023,5,May,25,20,3,Thursday,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-7253261.171843599,4657827.46388696,41.89,-87.62,41.89_-87.62,1,0,0
1000092,JG803602,2024-05-22 19:29:03,THEFT,Property,THEFT,RESIDENCE,False,District 1,41.88546609609771,-87.6107896689666,2024,5,May,22,19,2,Wednesday,0,0,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7252271.396102835,4657457.763174508,41.89,-87.61,41.89_-87.61,4,0,0
1000093,JG132953,2024-04-11 03:28:33,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,SIDEWALK,False,District 1,41.872900359117175,-87.62694648181461,2024,4,Apr,11,3,3,Thursday,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,-7253608.829449945,4656060.515042763,41.87,-87.63,41.87_-87.63,4,0,0
1000094,JG845949,2024-06-21 02:38:52,NARCOTICS,Public Order,NARCOTICS,CONVENIENCE STORE,False,District 15,41.905052252060905,-87.76818334422805,2024,6,Jun,21,2,4,Friday,0,1,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-7265300.17547281,4659635.647358301,41.910000000000004,-87.77,41.91_-87.77,0,1,1
1000095,JG139799,2023-02-03 02:38:33,THEFT,Property,THEFT,SIDEWALK,False,District 2,41.777029270680345,-87.58195844087253,2023,2,Feb,3,2,4,Friday,0,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7249884.796328867,4645400.121671954,41.78,-87.58,41.78_-87.58,2,2,3
1000096,JG374432,2023-01-24 18:23:18,BURGLARY,Property,BURGLARY,STREET,False,District 20,41.949755088780336,-87.63281954807239,2023,1,Jan,24,18,1,Tuesday,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-7254094.991834621,4664606.382873984,41.95,-87.63,41.95_-87.63,3,3,2
1000097,JG520689,2024-01-24 00:32:00,BATTERY,Violent,BATTERY,STREET,False,District 1,41.87447210909509,-87.62986387960586,2024,1,Jan,24,0,2,Wednesday,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7253850.3266517455,4656235.285907664,41.87,-87.63,41.87_-87.63,4,0,0
1000098,JG520807,2023-02-08 19:26:52,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 1,41.893353658711774,-87.6190079165795,2023,2,Feb,8,19,2,Wednesday,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-7252951.688590947,4658334.821332226,41.89,-87.62,41.89_-87.62,1,0,0
1000099,JG598204,2023-10-27 21:14:11,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,True,District 2,41.76765268033033,-87.61281791678925,2023,10,Oct,27,21,4,Friday,0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7252439.290990259,4644357.490955667,41.77,-87.61,41.77_-87.61,2,2,3
1000100,JG783751,2023-03-25 20:48:54,NARCOTICS,Public Order,NARCOTICS,PARKING LOT,False,District 1,41.87893583197423,-87.61603093971098,2023,3,Mar,25,20,5,Saturday,1,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-7252705.259534981,4656731.629931351,41.88,-87.62,41.88_-87.62,4,0,0
1000101,JG109877,2024-03-28 14:36:29,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 1,41.883783528652735,-87.62903909190887,2024,3,Mar,28,14,3,Thursday,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,-7253782.052136183,4657270.669952465,41.88,-87.63,41.88_-87.63,4,0,0
1000102,JG697415,2023-10-31 03:57:03,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,RESIDENCE,False,District 15,41.8860166935807,-87.73546046190918,2023,10,Oct,31,3,1,Tuesday,0,1,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-7262591.431214986,4657518.986905805,41.89,-87.74,41.89_-87.74,0,1,1
1000103,JG725341,2023-10-19 10:09:28,CRIMINAL DAMAGE,Property,CRIMINAL DAMAGE,SIDEWALK,False,District 15,41.88986881677244,-87.74783167222927,2023,10,Oct,19,10,3,Thursday,0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7263615.49885641,4657947.3240531795,41.89,-87.75,41.89_-87.75,0,1,1
1000104,JG329111,2023-08-24 13:33:25,BATTERY,Violent,BATTERY,RESIDENCE,False,District 1,41.87620731250095,-87.64877081137725,2023,8,Aug,24,13,3,Thursday,0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-7255415.410141938,4656428.231989601,41.88,-87.65,41.88_-87.65,4,0,0
1000105,JG332321,2024-02-29 22:02:58,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 15,41.868247521795226,-87.75642532957673,2024,2,Feb,29,22,3,Thursday,0,1,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7264326.867120574,4655543.142423436,41.87,-87.76,41.87_-87.76,0,1,1
1000106,JG974914,2024-05-15 14:47:40,BATTERY,Violent,BATTERY,STREET,False,District 15,41.90010355619835,-87.74082677924399,2024,5,May,15,14,2,Wednesday,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7263035.645790117,4659085.376724813,41.9,-87.74,41.9_-87.74,0,1,1
1000107,JG676838,2023-08-05 02:45:33,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,RESIDENCE,True,District 2,41.784116666610494,-87.60495109664582,2023,8,Aug,5,2,5,Saturday,1,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-7251788.089067298,4646188.205231054,41.78,-87.60000000000001,41.78_-87.6,2,2,3
1000108,JG321378,2023-06-27 22:12:37,BATTERY,Violent,BATTERY,APARTMENT,True,District 2,41.78854573029307,-87.61636284215993,2023,6,Jun,27,22,1,Tuesday,0,1,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-7252732.73385231,4646680.695322597,41.79,-87.62,41.79_-87.62,2,2,3
1000109,JG992796,2023-06-05 08:43:22,BATTERY,Violent,BATTERY,SIDEWALK,False,District 2,41.788307621894646,-87.59709787751041,2023,6,Jun,5,8,0,Monday,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.0,1.0,-7251138.013012531,4646654.21884013,41.79,-87.60000000000001,41.79_-87.6,2,2,3
1000110,JG765854,2023-10-18 09:15:27,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 18,41.89119645603093,-87.63477678941616,2023,10,Oct,18,9,2,Wednesday,0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-7254257.008927107,4658094.951007049,41.89,-87.63,41.89_-87.63,1,0,0
1000111,JG624366,2023-02-11 06:01:14,NARCOTICS,Public Order,NARCOTICS,STREET,True,District 20,41.99239479987521,-87.65042558126463,2023,2,Feb,11,6,5,Saturday,1,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-7255552.389164348,4669347.708970314,41.99,-87.65,41.99_-87.65,3,3,2
1000112,JG701962,2023-02-20 08:54:52,THEFT,Property,THEFT,APARTMENT,False,District 20,41.9704437155014,-87.67718772861552,2023,2,Feb,20,8,0,Monday,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,1.0,-7257767.7139715385,4666906.856382156,41.97,-87.68,41.97_-87.68,3,3,2
1000113,JG183041,2024-02-02 03:24:33,ASSAULT,Violent,ASSAULT,PARKING LOT,False,District 2,41.7685769186135,-87.59350311466035,2024,2,Feb,2,3,4,Friday,0,1,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-7250840.444689134,4644460.261705719,41.77,-87.59,41.77_-87.59,2,2,3
1000114,JG987957,2023-01-04 09:30:41,ASSAULT,Violent,ASSAULT,STREET,False,District 15,41.88126528305301,-87.76575410209603,2023,1,Jan,4,9,2,Wednesday,0,0,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-7265099.086961967,4656990.6534309555,41.88,-87.77,41.88_-87.77,0,1,1
1000115,JG633265,2023-09-28 06:04:38,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,SIDEWALK,False,District 18,41.89387833761857,-87.61228232003374,2023,9,Sep,28,6,3,Thursday,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-7252394.955206452,4658393.163045363,41.89,-87.61,41.89_-87.61,1,0,0
1000116,JG919025,2024-02-11 21:46:28,BATTERY,Violent,BATTERY,RESIDENCE,False,District 15,41.90351895815862,-87.75917476614488,2024,2,Feb,11,21,6,Sunday,1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,-7264554.460779459,4659465.152619815,41.9,-87.76,41.9_-87.76,0,1,1
1000117,JG302337,2024-05-09 06:37:59,THEFT,Property,THEFT,RESIDENCE,True,District 1,41.89596854208661,-87.61751044764128,2024,5,May,9,6,3,Thursday,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-7252827.730672198,4658625.583498891,41.9,-87.62,41.9_-87.62,1,0,0
1000118,JG233795,2023-09-07 19:11:09,BATTERY,Violent,BATTERY,APARTMENT,False,District 1,41.85732952275482,-87.60957925691226,2023,9,Sep,7,19,3,Thursday,0,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-7252171.200262205,4654329.114644147,41.86,-87.61,41.86_-87.61,4,0,4
1000119,JG896205,2023-12-03 03:23:56,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 2,41.78740161303008,-87.63139212159382,2023,12,Dec,3,3,6,Sunday,1,1,0.7071067811865476,0.7071067811865476,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,-7253976.831910942,4646553.475111742,41.79,-87.63,41.79_-87.63,2,2,3
1000120,JG804870,2024-05-25 14:04:09,NARCOTICS,Public Order,NARCOTICS,RESIDENCE,False,District 18,41.90427856852076,-87.62937019220111,2024,5,May,25,14,5,Saturday,1,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7253809.460052349,4659549.617554979,41.9,-87.63,41.9_-87.63,1,0,0
1000121,JG298373,2023-01-07 21:02:53,THEFT,Property,THEFT,STREET,False,District 1,41.877923380896384,-87.61865032398426,2023,1,Jan,7,21,5,Saturday,1,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-7252922.087687223,4656619.0503525175,41.88,-87.62,41.88_-87.62,4,0,0
1000122,JG526788,2023-10-26 05:01:43,BATTERY,Violent,BATTERY,STREET,False,District 18,41.89242561032391,-87.6283563294208,2023,10,Oct,26,5,3,Thursday,0,1,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-7253725.534224617,4658231.6269172765,41.89,-87.63,41.89_-87.63,1,0,0
1000123,JG310675,2023-06-13 03:19:46,THEFT,Property,THEFT,RESIDENCE,False,District 15,41.88972506432138,-87.76255425116656,2023,6,Jun,13,3,1,Tuesday,0,1,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,-7264834.208772247,4657931.339487851,41.89,-87.76,41.89_-87.76,0,1,1
1000124,JG826545,2024-06-22 19:41:02,BATTERY,Violent,BATTERY,STREET,False,District 1,41.86488497714184,-87.62297257415108,2024,6,Jun,22,19,5,Saturday,1,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,-7253279.876167046,4655169.244000914,41.86,-87.62,41.86_-87.62,4,0,4
1000125,JG971082,2024-03-23 02:36:37,THEFT,Property,THEFT,RESIDENCE,False,District 20,41.99886111130346,-87.65927104010547,2024,3,Mar,23,2,5,Saturday,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,-7256284.601125673,4670066.730988394,42.0,-87.66,42.0_-87.66,3,3,2
1000126,JG531975,2023-01-03 08:27:45,THEFT,Property,THEFT,STREET,False,District 1,41.86831401112054,-87.63762635690527,2023,1,Jan,3,8,1,Tuesday,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,-7254492.891252454,4655550.535709298,41.87,-87.64,41.87_-87.64,4,0,4
1000127,JG114539,2024-02-20 11:22:29,BATTERY,Violent,BATTERY,SIDEWALK,False,District 1,41.860890933569216,-87.63248145953479,2024,2,Feb,20,11,1,Tuesday,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-7254067.005443447,4654725.126005399,41.86,-87.63,41.86_-87.63,4,0,4
1000128,JG402737,2023-05-16 14:28:52,MOTOR VEHICLE THEFT,Property,MOTOR VEHICLE THEFT,STREET,False,District 18,41.89127660585024,-87.63341012285561,2023,5,May,16,14,1,Tuesday,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-7254143.878605573,4658103.863272637,41.89,-87.63,41.89_-87.63,1,0,0
1000129,JG800382,2023-07-13 13:49:06,ASSAULT,Violent,ASSAULT,SIDEWALK,True,District 15,41.901416251175206,-87.7701850921155,2023,7,Jul,13,13,3,Thursday,0,0,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-7265465.876740898,4659231.341948086,41.9,-87.77,41.9_-87.77,0,1,1
1000130,JG984878,2024-05-05 01:48:16,BATTERY,Violent,BATTERY,RESIDENCE,False,District 1,41.87153264196395,-87.64699275626774,2024,5,May,5,1,6,Sunday,1,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,-7255268.2257795995,4655908.431624173,41.87,-87.65,41.87_-87.65,4,0,4
1000131,JG749402,2023-06-01 04:36:54,ASSAULT,Violent,ASSAULT,CONVENIENCE STORE,True,District 15,41.88368170980773,-87.79218982078739,2023,6,Jun,1,4,3,Thursday,0,1,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,-7267287.390562758,4657259.348197825,41.88,-87.79,41.88_-87.79,0,1,1
1000132,JG980103,2023-09-01 23:23:29,BURGLARY,Property,BURGLARY,PARKING LOT,False,District 1,41.88831682510855,-87.64363110184115,2023,9,Sep,1,23,4,Friday,0,1,-0.25881904510252157,0.9659258262890681,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-7254989.953772995,4657774.750215591,41.89,-87.64,41.89_-87.64,1,0,0
